Administrative,Informational,Informational_Duration,ProductRelated,BounceRates,ExitRates,PageValues,SpecialDay,Weekend,Revenue,TotalPages,DurationPerPage,PagesPerMinute,ProductShare,DurationPerProduct,BounceExitDiff,Bounce_x_Exit,ValuePerProduct,PageValuePerTime,SessionQuality,PurchaseIntent,ActivityScore,HasPageValue,IsReturningVisitor,MonthNum,Month_sin,Month_cos,ProductRelated_Duration_log,Administrative_Duration_log,TotalDuration_log,EngagementScore_log,PurchaseIntent_log,OperatingSystems_2,OperatingSystems_3,OperatingSystems_4,OperatingSystems_5,OperatingSystems_6,OperatingSystems_7,OperatingSystems_8,Browser_2,Browser_3,Browser_4,Browser_5,Browser_6,Browser_7,Browser_8,Browser_9,Browser_10,Browser_11,Browser_12,Browser_13,Region_2,Region_3,Region_4,Region_5,Region_6,Region_7,Region_8,Region_9,TrafficType_2,TrafficType_3,TrafficType_4,TrafficType_5,TrafficType_6,TrafficType_7,TrafficType_8,TrafficType_9,TrafficType_10,TrafficType_11,TrafficType_12,TrafficType_13,TrafficType_14,TrafficType_15,TrafficType_16,TrafficType_17,TrafficType_18,TrafficType_19,TrafficType_20,VisitorType_Other,VisitorType_Returning_Visitor
2,0,0.0,18,0.0,0.010526316,0.0,0.0,1,0,20,33.57142857142857,1.5686274509803921,0.8571428571428571,35.31578947368421,0.010526316,0.0,0.0,0.0,0.0,0.0,38,0,0,3,1.0,6.123233995736766e-17,6.51025834052315,3.5553480614894135,6.559615237493242,9.55400099583723,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,0,0.0,11,0.0,0.020512821,0.0,0.0,0,0,13,47.92857142857143,1.06703146374829,0.7857142857142857,52.0,0.020512821,0.0,0.0,0.0,0.0,0.0,24,0,1,3,1.0,6.123233995736766e-17,6.437751649736401,3.871201010907891,6.51025834052315,9.07383312732152,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,3,123.3333333,34,0.021621622,0.048648649,0.0,0.0,0,0,39,14.5770833325,3.6387197099203688,0.85,12.821428571428571,0.027027027000000002,0.0010518626994886781,0.0,0.0,0.0,0.0,73,0,1,3,1.0,6.123233995736766e-17,6.108691872830643,2.4849066497880004,6.370043666655255,10.031935734953848,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,4,0.0,0.05,0.0,0.0,0,0,4,7.0,2.526315789473684,0.8,7.0,0.05,0.0,0.0,0.0,0.0,0.0,8,0,1,3,1.0,6.123233995736766e-17,3.58351893845611,0.0,3.58351893845611,4.948759890378168,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0.0,7,0.0,0.02,0.0,0.0,1,0,10,8.409090909090908,3.934426229508196,0.6363636363636364,9.9375,0.02,0.0,0.0,0.0,0.0,0.0,17,0,0,3,1.0,6.123233995736766e-17,4.388257184424518,2.6390573296152584,4.537961436294641,6.8308742346461795,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0,10,0.0,0.036666667,0.0,0.0,0,0,10,17.227272727272727,2.404809619238477,0.9090909090909091,17.227272727272727,0.036666667,0.0,0.0,0.0,0.0,0.0,20,0,1,3,1.0,6.123233995736766e-17,5.249652194566756,0.0,5.249652194566756,7.547501682814967,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0.0,15,0.0,0.004444444,0.0,0.0,0,0,17,123.70370372222222,0.4460641398766671,0.8333333333333334,136.9166666875,0.004444444,0.0,0.0,0.0,0.0,0.0,32,0,1,3,1.0,6.123233995736766e-17,7.6924175685299465,3.6109179126442243,7.7087099789925935,10.541500739472282,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,2,0.2,0.2,0.0,0.0,1,0,2,0.0,2.0,0.6666666666666666,0.0,0.0,0.04000000000000001,0.0,0.0,0.0,0.0,4,0,1,3,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,5,0.0,0.04,0.0,0.0,0,0,5,112.08333333333333,0.40955631399317405,0.8333333333333334,112.08333333333333,0.04,0.0,0.0,0.0,0.0,0.0,10,0,1,3,1.0,6.123233995736766e-17,6.512487995850418,0.0,6.512487995850418,8.12073737746566,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0.0,67,0.006060606,0.011147186,0.0,0.0,0,0,70,35.71572770422535,1.6179879162475537,0.9436619718309859,36.806127455882354,0.00508658,6.755870235471599e-05,0.0,0.0,0.0,0.0,137,0,1,3,1.0,6.123233995736766e-17,7.82557151348525,3.5263605246161616,7.8386652932908545,12.086771896360329,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7,6,281.5,83,0.007967033,0.019990486,6.626647741,0.0,0,0,96,22.233249628865977,2.598544834562186,0.8556701030927835,21.16815730952381,0.012023452999999998,0.000159264861648038,0.07888866358333334,0.0030712691425750093,6.573853019768078,550.011762503,179,1,1,3,1.0,6.123233995736766e-17,7.483877069674629,4.584967478670572,7.676763457889978,12.240652899464695,6.3117561564804125,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,4,0.05,0.075,0.0,0.0,0,0,4,9.9,2.191780821917808,0.8,9.9,0.024999999999999994,0.00375,0.0,0.0,0.0,0.0,8,0,1,3,1.0,6.123233995736766e-17,3.9219733362813143,0.0,3.9219733362813143,5.293304824724492,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,12,0.033333333,0.083333333,0.0,0.0,0,0,12,20.076923076923077,2.2429906542056077,0.9230769230769231,20.076923076923077,0.049999999999999996,0.002777777738888889,0.0,0.0,0.0,0.0,24,0,1,3,1.0,6.123233995736766e-17,5.568344503761097,0.0,5.568344503761097,8.049746290952191,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0,12,0.0,0.016666667,10.83431037,0.0,0,1,13,50.035714285714285,1.0256410256410255,0.8571428571428571,51.03846153846154,0.016666667,0.0,0.8334084900000001,0.015444490905203136,10.83431037,130.01172444000002,25,1,0,3,1.0,6.123233995736766e-17,6.4990348781533,3.6375861597263857,6.553220899542516,9.11685352888272,4.875286818738291,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.0,16,0.003333333,0.033333333,18.8649,0.0,0,0,20,16.185714285714283,3.0007501875468865,0.7619047619047619,16.758823529411764,0.03,0.000111111098888889,1.1097,0.05533851569375183,18.8020170062883,301.8384,36,1,1,3,1.0,6.123233995736766e-17,5.655642099328266,4.02535169073515,5.831589179143857,8.82453082152646,5.713199329903225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,7,0.057142857,0.085714286,0.0,0.0,0,0,7,29.5,1.4189189189189189,0.875,29.5,0.028571429000000002,0.004897959187755102,0.0,0.0,0.0,0.0,14,0,1,3,1.0,6.123233995736766e-17,5.4680601411351315,0.0,5.4680601411351315,7.410347097821024,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0.0,19,0.009090909,0.018181818,30.65045455,0.0,1,1,22,26.177536230434786,1.9937067338952148,0.8260869565217391,28.804166665000004,0.009090909,0.00016528925289256198,1.5325227275,0.05082291759297072,30.371814056877312,582.35863645,41,1,1,3,1.0,6.123233995736766e-17,6.357986681209777,3.295836866004329,6.402055385022856,9.49151380908477,6.368802154080133,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,3,0.0,0.066666667,0.0,0.0,1,0,3,19.25,1.3138686131386863,0.75,19.25,0.066666667,0.0,0.0,0.0,0.0,0.0,6,0,1,3,1.0,6.123233995736766e-17,4.356708826689592,0.0,4.356708826689592,5.44673737166631,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,3,0.066666667,0.166666667,0.0,0.0,0,0,3,19.75,1.2949640287769786,0.75,19.75,0.09999999999999999,0.011111111188888889,0.0,0.0,0.0,0.0,6,0,1,3,1.0,6.123233995736766e-17,4.382026634673881,0.0,4.382026634673881,5.472270673671475,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,710.0,66,0.006470588,0.018141923,0.0,0.0,0,0,69,75.73504055714285,0.7721787590641531,0.9428571428571428,68.16347520895522,0.011671335000000001,0.00011738890926072401,0.0,0.0,0.0,0.0,135,0,1,3,1.0,6.123233995736766e-17,8.426820427070641,3.2386784521643803,8.575924792292732,12.809845420868038,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,3,125.5,65,0.0,0.011764706,0.0,0.0,1,0,69,125.65,0.46750606967421376,0.9285714285714286,131.0,0.011764706,0.0,0.0,0.0,0.0,0.0,134,0,1,3,1.0,6.123233995736766e-17,9.06496771896043,3.2188758248682006,9.0821091940791,13.31610365838128,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0.0,17,0.0,0.005882353,0.0,0.0,0,0,17,33.361111111111114,1.5442846328538986,0.9444444444444444,33.361111111111114,0.005882353,0.0,0.0,0.0,0.0,0.0,34,0,1,3,1.0,6.123233995736766e-17,6.399426535414734,0.0,6.399426535414734,9.231073938363089,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,21,0.0,0.023809524,0.0,0.0,0,0,21,19.75,2.5480283114256825,0.9545454545454546,19.75,0.023809524,0.0,0.0,0.0,0.0,0.0,42,0,1,3,1.0,6.123233995736766e-17,6.0764947962925575,0.0,6.0764947962925575,9.118827971470076,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0,35,0.011764706,0.028151261,0.0,0.0,1,0,36,13.497297297297298,3.861279942795853,0.9459459459459459,13.872222222222222,0.016386555,0.000331191309194266,0.0,0.0,0.0,0.0,71,0,1,3,1.0,6.123233995736766e-17,6.215407778592756,0.0,6.215407778592756,9.796981937057238,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,1,87.0,50,0.008928571,0.018154762,0.0,0.0,1,0,60,31.209797032786884,1.8331827909197604,0.819672131147541,33.231325862745095,0.009226191000000002,0.000162096081505102,0.0,0.0,0.0,0.0,110,0,1,3,1.0,6.123233995736766e-17,7.435908480811834,4.812184355372417,7.552131045171872,11.645959233775553,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0,7,0.0,0.025,64.7325,0.0,1,1,8,33.833333333333336,1.316872427983539,0.7777777777777778,22.6875,0.025,0.0,8.0915625,0.21189034369885434,64.7325,453.1275,15,1,0,3,1.0,6.123233995736766e-17,5.206750173022546,4.820281565605037,5.72194977861165,7.798523053625206,6.118377995618423,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0.0,54,0.003508772,0.012962963,0.0,0.0,0,0,57,27.830206448275863,2.0428252949036034,0.9310344827586207,23.748217709090913,0.009454190999999999,4.548408161143599e-05,0.0,0.0,0.0,0.0,111,0,1,3,1.0,6.123233995736766e-17,7.17560598383474,5.733341276897746,7.387184332777472,11.429627140802035,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,6,0.0,0.016666667,0.0,0.0,0,0,6,10.714285714285714,2.6666666666666665,0.8571428571428571,10.714285714285714,0.016666667,0.0,0.0,0.0,0.0,0.0,12,0,1,3,1.0,6.123233995736766e-17,4.330733340286331,0.0,4.330733340286331,6.111467339502679,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,6,0.0,0.066666667,0.0,0.0,0,0,6,8.714285714285714,2.9752066115702482,0.8571428571428571,8.714285714285714,0.066666667,0.0,0.0,0.0,0.0,0.0,12,0,1,3,1.0,6.123233995736766e-17,4.127134385045092,0.0,4.127134385045092,5.905361848054571,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,12,0.004166667,0.043055556,0.0,0.0,0,0,12,89.64102561538462,0.5875952123470063,0.9230769230769231,89.64102561538462,0.038888889,0.000179398164351852,0.0,0.0,0.0,0.0,24,0,1,3,1.0,6.123233995736766e-17,7.061620203413782,0.0,7.061620203413782,9.545740605350039,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,1,0.2,0.2,0.0,0.0,0,0,1,0.0,1.0,0.5,0.0,0.0,0.04000000000000001,0.0,0.0,0.0,0.0,2,0,1,3,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,6,0.0,0.016666667,0.0,0.0,0,0,6,10.119047618571429,2.7515923567580027,0.8571428571428571,10.119047618571429,0.016666667,0.0,0.0,0.0,0.0,0.0,12,0,1,3,1.0,6.123233995736766e-17,4.274348620829289,0.0,4.274348620829289,6.054439346222422,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0,0.0,31,0.0,0.001041667,35.10378279,0.0,1,1,36,19.50830115945946,2.7628297075769783,0.8378378378378378,20.290848215625,0.001041667,0.0,1.0969932121875,0.048565904660486436,35.10378279,1088.21726649,67,1,1,3,1.0,6.123233995736766e-17,6.477444778822163,4.297285406218791,6.583142440932664,10.165315409485904,6.993214613125296,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,61.0,49,0.0,0.0008,144.3934888,0.0,1,1,51,33.25293040384616,1.7103070887062692,0.9423076923076923,32.94304762,0.0008,0.0,2.887869776,0.08345709336685297,144.3934888,7075.2809512,100,1,1,3,1.0,6.123233995736766e-17,7.407410170393896,3.091042453358316,7.455964765115767,11.38722358647562,8.864503759296436,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,2,63.0,60,0.001666667,0.009358814,0.0,0.0,0,0,68,49.73225949710145,1.1685435281481713,0.8695652173913043,51.40069790163934,0.007692147,1.5598026452938e-05,0.0,0.0,0.0,0.0,128,0,1,3,1.0,6.123233995736766e-17,8.050844497788432,5.455677177173844,8.14105168467847,12.360272302274042,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,9,0.02962963,0.055026455,0.0,0.0,0,0,9,18.13333333,2.2375690610825374,0.9,18.13333333,0.025396825,0.0016304135018616502,0.0,0.0,0.0,0.0,18,0,1,3,1.0,6.123233995736766e-17,5.2058365135710565,0.0,5.2058365135710565,7.398174092786754,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,9,0.0,0.022222222,0.0,0.0,1,0,9,15.9,2.4657534246575343,0.9,15.9,0.022222222,0.0,0.0,0.0,0.0,0.0,18,0,1,3,1.0,6.123233995736766e-17,5.075173815233827,0.0,5.075173815233827,7.266827347520591,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,0.0,8,0.0,0.024242424,0.0,0.0,1,0,12,60.06410256153846,0.8562933597960869,0.6153846153846154,51.759259255555556,0.024242424,0.0,0.0,0.0,0.0,0.0,20,0,1,3,1.0,6.123233995736766e-17,6.14597230596065,5.755742213586912,6.661641589057768,9.145375093081139,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,3,0.066666667,0.133333333,0.0,0.0,0,0,3,28.0,1.0465116279069768,0.75,28.0,0.066666666,0.008888888911111111,0.0,0.0,0.0,0.0,6,0,1,3,1.0,6.123233995736766e-17,4.727387818712341,0.0,4.727387818712341,5.820082930352362,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,40,0.001666667,0.016666667,0.0,0.0,0,0,40,23.24308943170732,2.369278357222374,0.975609756097561,23.24308943170732,0.015,2.7777783888889e-05,0.0,0.0,0.0,0.0,80,0,1,3,1.0,6.123233995736766e-17,6.860628730271813,0.0,6.860628730271813,10.54848561344869,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,8,0.0,0.0125,0.0,0.0,0,0,8,41.42592592222222,1.1089718907284538,0.8888888888888888,41.42592592222222,0.0125,0.0,0.0,0.0,0.0,0.0,16,0,1,3,1.0,6.123233995736766e-17,5.923810065202987,0.0,5.923810065202987,8.000908248113454,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,0,0.0,14,0.0,0.00625,0.0,0.0,1,0,20,24.738095238095237,2.0707506471095773,0.6666666666666666,21.8,0.00625,0.0,0.0,0.0,0.0,0.0,34,0,1,3,1.0,6.123233995736766e-17,5.793013608384144,5.2652775124698366,6.254789888055024,9.248695325852646,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,1,0.2,0.2,0.0,0.0,0,0,1,0.0,1.0,0.5,0.0,0.0,0.04000000000000001,0.0,0.0,0.0,0.0,2,0,1,3,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,6,0.0,0.033333333,0.0,0.0,0,0,6,151.0,0.3222918531781558,0.8571428571428571,151.0,0.033333333,0.0,0.0,0.0,0.0,0.0,12,0,1,3,1.0,6.123233995736766e-17,6.964135612418245,0.0,6.964135612418245,8.755107121633896,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,3,0.0,0.066666667,0.0,0.0,0,0,3,3.0,2.5,0.75,3.0,0.066666667,0.0,0.0,0.0,0.0,0.0,6,0,1,3,1.0,6.123233995736766e-17,2.5649493574615367,0.0,2.5649493574615367,3.6109179126442243,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,1,0.0,0.066666667,0.0,0.0,1,0,1,18.0,0.625,0.5,18.0,0.066666667,0.0,0.0,0.0,0.0,0.0,2,0,1,3,1.0,6.123233995736766e-17,3.6109179126442243,0.0,3.6109179126442243,3.6109179126442243,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0.0,30,0.0,0.010416667,0.0,0.0,1,0,33,67.87745097058824,0.8362075034611399,0.8823529411764706,73.04301074193549,0.010416667,0.0,0.0,0.0,0.0,0.0,63,0,1,3,1.0,6.123233995736766e-17,7.725477193976568,3.7954891891721947,7.744497625285451,11.240585104173212,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,0.0,28,0.0,0.02183908,0.0,0.0,0,0,32,28.545454545454547,1.9161676646706587,0.8484848484848485,29.862068965517242,0.02183908,0.0,0.0,0.0,0.0,0.0,60,0,1,3,1.0,6.123233995736766e-17,6.7650389767805414,4.343805421853684,6.849066282633458,10.313774350923506,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,4,0.0,0.05,0.0,0.0,0,0,4,19.4,1.5286624203821655,0.8,19.4,0.05,0.0,0.0,0.0,0.0,0.0,8,0,1,3,1.0,6.123233995736766e-17,4.584967478670572,0.0,4.584967478670572,5.963579343618446,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,17,0.013333333,0.026666667,0.0,0.0,0,0,17,38.974579122222224,1.339386969900606,0.9444444444444444,38.974579122222224,0.013333334000000002,0.000355555551111111,0.0,0.0,0.0,0.0,34,0,1,3,1.0,6.123233995736766e-17,6.554705789704764,0.0,6.554705789704764,9.386578563518269,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0.0,20,0.0,0.00952381,60.04549665,0.0,0,1,22,44.09057970869566,1.2289549228405292,0.8695652173913043,46.62301587142857,0.00952381,0.0,2.859309364285714,0.059153268190104365,60.04549665,1200.909933,42,1,1,3,1.0,6.123233995736766e-17,6.8876376020290255,3.58351893845611,6.922725989879121,10.012827639153915,7.09166718133927,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0.0,28,0.0,0.001724138,0.0,0.0,0,0,31,10.5552884625,4.6760781276599435,0.875,11.198938993103448,0.001724138,0.0,0.0,0.0,0.0,0.0,59,0,1,3,1.0,6.123233995736766e-17,5.786189249719069,2.6390573296152584,5.82531914047186,9.256445616381745,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,3,94.5,47,0.001333333,0.007891429,5.698642857,0.0,0,1,56,33.99062254561404,1.6821316939210027,0.8245614035087719,35.059796812500004,0.006558096,1.0521902702857e-05,0.1187217261875,0.0029397700917568946,5.691044668423547,267.836214279,103,1,1,3,1.0,6.123233995736766e-17,7.428850141358672,5.081995731086845,7.569651952000191,11.594496854373618,5.5941023253146245,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,9,0.044444444,0.055555556,0.0,0.0,0,0,9,21.0,2.0,0.9,21.0,0.011111112,0.0024691357975308637,0.0,0.0,0.0,0.0,18,0,1,3,1.0,6.123233995736766e-17,5.351858133476067,0.0,5.351858133476067,7.544861068658458,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
